Event, Reactor, Reaction, Worker, Elapsed Logical Time, Microstep, Elapsed Physical Time, Trigger, Extra Delay, Triggered By, Effects
Worker advancing time starts, NO REACTOR, none, 1, 2430000000, 0, 2430366900, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2430000000, 1, 2430367300, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2430000000, 1, 2430367500, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2430000000, 1, 2430396700, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2430000000, 1, 2430397000, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2430000000, 1, 2430403300, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2430000000, 1, 2430403700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2440000000, 0, 2440307500, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2440000000, 0, 2440308400, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2440000000, 0, 2440310000, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2440000000, 0, 2440329400, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2440000000, 0, 2440492200, NO TRIGGER, 0, <>, <>
Reaction starts, semantic, 1, 1, 2440000000, 0, 2440492500, NO TRIGGER, 0, <semantic.t:>, <>
Reaction ends, semantic, 1, 1, 2440000000, 0, 2440492700, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2440000000, 0, 2440492800, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2440000000, 1, 2440493300, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2440000000, 1, 2440493400, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2440000000, 1, 2440519200, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2440000000, 1, 2440519500, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2440000000, 1, 2440519600, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2440000000, 1, 2440520000, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2445000000, 0, 2445123200, NO TRIGGER, 0, <>, <>
Reaction starts, camera, 0, 1, 2445000000, 0, 2445124000, NO TRIGGER, 0, <camera.tCamera:>, <>
Reaction ends, camera, 0, 1, 2445000000, 0, 2445129800, NO TRIGGER, 0, <>, <dataFusion.imageobject:>
Reaction starts, dataFusion, 0, 1, 2445000000, 0, 2445130500, NO TRIGGER, 0, <dataFusion.imageobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2445000000, 0, 2445295300, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2445000000, 0, 2445295500, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2445000000, 1, 2445296000, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2445000000, 1, 2445296200, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2445000000, 1, 2445320000, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2445000000, 1, 2445320300, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2445000000, 1, 2445320400, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2445000000, 1, 2445320800, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2450000000, 0, 2450267900, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2450000000, 0, 2450268600, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2450000000, 0, 2450269400, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2450000000, 0, 2450286800, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2450000000, 0, 2450447800, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2450000000, 0, 2450448000, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2450000000, 1, 2450448500, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2450000000, 1, 2450448600, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2450000000, 1, 2450475200, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2450000000, 1, 2450475400, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2450000000, 1, 2450475500, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2450000000, 1, 2450475900, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2460000000, 0, 2460266500, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2460000000, 0, 2460267300, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2460000000, 0, 2460268100, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2460000000, 0, 2460328400, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2460000000, 0, 2460446900, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2460000000, 0, 2460447200, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2460000000, 1, 2460447600, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2460000000, 1, 2460447700, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2460000000, 1, 2460469400, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2460000000, 1, 2460469600, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2460000000, 1, 2460469700, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2460000000, 1, 2460470000, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2470000000, 0, 2470121400, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2470000000, 0, 2470122400, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2470000000, 0, 2470130600, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2470000000, 0, 2470149900, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2470000000, 0, 2470268500, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2470000000, 0, 2470268700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2470000000, 1, 2470269200, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2470000000, 1, 2470269300, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2470000000, 1, 2470292000, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2470000000, 1, 2470292100, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2470000000, 1, 2470292300, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2470000000, 1, 2470292600, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2478000000, 0, 2478363000, NO TRIGGER, 0, <>, <>
Reaction starts, camera, 0, 1, 2478000000, 0, 2478364200, NO TRIGGER, 0, <camera.tCamera:>, <>
Reaction ends, camera, 0, 1, 2478000000, 0, 2478365200, NO TRIGGER, 0, <>, <dataFusion.imageobject:>
Reaction starts, dataFusion, 0, 1, 2478000000, 0, 2478365900, NO TRIGGER, 0, <dataFusion.imageobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2478000000, 0, 2478531800, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2478000000, 0, 2478532100, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2478000000, 1, 2478532500, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2478000000, 1, 2478532600, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2478000000, 1, 2478601100, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2478000000, 1, 2478602400, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2478000000, 1, 2478602600, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2478000000, 1, 2478603000, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2480000000, 0, 2480310100, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2480000000, 0, 2480310500, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2480000000, 0, 2480311000, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2480000000, 0, 2480326300, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2480000000, 0, 2480481900, NO TRIGGER, 0, <>, <>
Reaction starts, semantic, 1, 1, 2480000000, 0, 2480482200, NO TRIGGER, 0, <semantic.t:>, <>
Reaction ends, semantic, 1, 1, 2480000000, 0, 2480499000, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2480000000, 0, 2480499400, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2480000000, 1, 2480499900, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2480000000, 1, 2480500200, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2480000000, 1, 2480501500, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2480000000, 1, 2480501600, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2480000000, 1, 2480501700, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2480000000, 1, 2480501800, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2490000000, 0, 2490168300, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2490000000, 0, 2490173200, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2490000000, 0, 2490174000, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2490000000, 0, 2490192000, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2490000000, 0, 2490350900, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2490000000, 0, 2490351100, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2490000000, 1, 2490351500, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2490000000, 1, 2490351700, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2490000000, 1, 2490374200, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2490000000, 1, 2490374700, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2490000000, 1, 2490374900, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2490000000, 1, 2490375200, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2500000000, 0, 2500226000, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2500000000, 0, 2500228000, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2500000000, 0, 2500229500, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2500000000, 0, 2500281900, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2500000000, 0, 2500519700, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2500000000, 0, 2500520700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2500000000, 1, 2500522600, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2500000000, 1, 2500533100, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2500000000, 1, 2500610100, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2500000000, 1, 2500610900, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2500000000, 1, 2500611500, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2500000000, 1, 2500613100, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2510000000, 0, 2510202600, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2510000000, 0, 2510205400, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2510000000, 0, 2510208300, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2510000000, 0, 2510272200, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2510000000, 0, 2510450200, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2510000000, 0, 2510451400, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2510000000, 1, 2510453200, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2510000000, 1, 2510453800, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2510000000, 1, 2510530100, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2510000000, 1, 2510531200, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2510000000, 1, 2510531800, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2510000000, 1, 2510533100, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2511000000, 0, 2511229000, NO TRIGGER, 0, <>, <>
Reaction starts, camera, 0, 1, 2511000000, 0, 2511231300, NO TRIGGER, 0, <camera.tCamera:>, <>
Reaction ends, camera, 0, 1, 2511000000, 0, 2511237000, NO TRIGGER, 0, <>, <dataFusion.imageobject:>
Reaction starts, dataFusion, 0, 1, 2511000000, 0, 2511238900, NO TRIGGER, 0, <dataFusion.imageobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2511000000, 0, 2511490300, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2511000000, 0, 2511491300, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2511000000, 1, 2511493200, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2511000000, 1, 2511493800, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2511000000, 1, 2511570700, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2511000000, 1, 2511571800, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2511000000, 1, 2511572400, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2511000000, 1, 2511574100, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2520000000, 0, 2520080400, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2520000000, 0, 2520081600, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2520000000, 0, 2520082300, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2520000000, 0, 2520097700, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2520000000, 0, 2520215400, NO TRIGGER, 0, <>, <>
Reaction starts, semantic, 1, 1, 2520000000, 0, 2520215700, NO TRIGGER, 0, <semantic.t:>, <>
Reaction ends, semantic, 1, 1, 2520000000, 0, 2520215800, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2520000000, 0, 2520215900, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2520000000, 1, 2520222200, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2520000000, 1, 2520222300, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2520000000, 1, 2520242800, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2520000000, 1, 2520243000, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2520000000, 1, 2520243100, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2520000000, 1, 2520243400, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2530000000, 0, 2530266700, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2530000000, 0, 2530267500, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2530000000, 0, 2530268400, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2530000000, 0, 2530284000, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2530000000, 0, 2530442400, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2530000000, 0, 2530442700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2530000000, 1, 2530443100, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2530000000, 1, 2530443300, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2530000000, 1, 2530466500, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2530000000, 1, 2530466800, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2530000000, 1, 2530466900, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2530000000, 1, 2530467300, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2540000000, 0, 2540228400, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2540000000, 0, 2540231100, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2540000000, 0, 2540233600, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2540000000, 0, 2540261500, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2540000000, 0, 2540426400, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2540000000, 0, 2540426700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2540000000, 1, 2540427200, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2540000000, 1, 2540427300, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2540000000, 1, 2540466900, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2540000000, 1, 2540468000, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2540000000, 1, 2540468100, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2540000000, 1, 2540468500, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2544000000, 0, 2544137100, NO TRIGGER, 0, <>, <>
Reaction starts, camera, 0, 1, 2544000000, 0, 2544138500, NO TRIGGER, 0, <camera.tCamera:>, <>
Reaction ends, camera, 0, 1, 2544000000, 0, 2544139400, NO TRIGGER, 0, <>, <dataFusion.imageobject:>
Reaction starts, dataFusion, 0, 1, 2544000000, 0, 2544140500, NO TRIGGER, 0, <dataFusion.imageobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2544000000, 0, 2544300600, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2544000000, 0, 2544300900, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2544000000, 1, 2544308500, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2544000000, 1, 2544308700, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2544000000, 1, 2544339800, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2544000000, 1, 2544340200, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2544000000, 1, 2544340400, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2544000000, 1, 2544340700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2550000000, 0, 2550113300, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2550000000, 0, 2550114000, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2550000000, 0, 2550114700, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2550000000, 0, 2550130900, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2550000000, 0, 2550290600, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2550000000, 0, 2550290800, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2550000000, 1, 2550291300, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2550000000, 1, 2550291400, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2550000000, 1, 2550312500, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2550000000, 1, 2550312800, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2550000000, 1, 2550319400, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2550000000, 1, 2550319700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2560000000, 0, 2560296100, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2560000000, 0, 2560302600, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2560000000, 0, 2560303700, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2560000000, 0, 2560321000, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2560000000, 0, 2560476800, NO TRIGGER, 0, <>, <>
Reaction starts, semantic, 1, 1, 2560000000, 0, 2560477100, NO TRIGGER, 0, <semantic.t:>, <>
Reaction ends, semantic, 1, 1, 2560000000, 0, 2560477200, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2560000000, 0, 2560477300, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2560000000, 1, 2560477800, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2560000000, 1, 2560477900, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2560000000, 1, 2560501100, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2560000000, 1, 2560501200, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2560000000, 1, 2560501400, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2560000000, 1, 2560501700, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2570000000, 0, 2570177400, NO TRIGGER, 0, <>, <>
Reaction starts, lidar, 0, 1, 2570000000, 0, 2570178900, NO TRIGGER, 0, <lidar.tLidar:>, <>
Reaction ends, lidar, 0, 1, 2570000000, 0, 2570180200, NO TRIGGER, 0, <>, <dataFusion.LIDARobject:lidarLogger.LIDARobject:>
Reaction starts, dataFusion, 0, 1, 2570000000, 0, 2570196200, NO TRIGGER, 0, <dataFusion.LIDARobject:dataFusion.imageobject:>, <>
Reaction ends, dataFusion, 0, 1, 2570000000, 0, 2570457200, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2570000000, 0, 2570460200, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2570000000, 1, 2570460700, NO TRIGGER, 0, <>, <>
Reaction starts, dataFusion, 1, 1, 2570000000, 1, 2570460900, NO TRIGGER, 0, <dataFusion.both_ports_are_present:>, <>
Reaction ends, dataFusion, 1, 1, 2570000000, 1, 2570531100, NO TRIGGER, 0, <>, <semantic.fusedObject:>
Reaction starts, semantic, 0, 1, 2570000000, 1, 2570531400, NO TRIGGER, 0, <semantic.fusedObject:>, <>
Reaction ends, semantic, 0, 1, 2570000000, 1, 2570531500, NO TRIGGER, 0, <>, <>
Worker advancing time starts, NO REACTOR, none, 1, 2570000000, 1, 2570531800, NO TRIGGER, 0, <>, <>
Worker advancing time ends, NO REACTOR, none, 1, 2577000000, 0, 2577264100, NO TRIGGER, 0, <>, <>
